,episode,steps,meanepreward,meanepreturn,meaneplen,#parallel_run
0,0,250,1.2,1.2,50.0,0
1,1,500,0.0,0.0,50.0,0
2,2,750,0.0,0.0,50.0,0
3,3,1000,14.6,14.6,50.0,0
4,4,1250,1.4,1.4,50.0,0
5,5,1500,0.0,0.0,50.0,0
6,6,1750,1.0,1.0,50.0,0
7,7,2000,17.0,17.0,50.0,0
8,8,2250,5.4,5.4,50.0,0
9,9,2500,1.4,1.4,50.0,0
10,10,2750,3.6,3.6,50.0,0
11,11,3000,0.6,0.6,50.0,0
12,12,3250,10.0,10.0,50.0,0
13,13,3500,9.6,9.6,50.0,0
14,14,3750,3.4,3.4,50.0,0
15,15,4000,1.4,1.4,50.0,0
16,16,4250,1.4,1.4,50.0,0
17,17,4500,8.4,8.4,50.0,0
18,18,4750,10.2,10.2,50.0,0
19,19,5000,6.6,6.6,50.0,0
20,20,5250,1.6,1.6,50.0,0
21,21,5500,0.0,0.0,50.0,0
22,22,5750,3.0,3.0,50.0,0
23,23,6000,6.2,6.2,50.0,0
24,24,6250,4.4,4.4,50.0,0
25,25,6500,0.2,0.2,50.0,0
26,26,6750,18.4,18.4,50.0,0
27,27,7000,4.8,4.8,50.0,0
28,28,7250,4.6,4.6,50.0,0
29,29,7500,8.4,8.4,50.0,0
30,30,7750,8.8,8.8,50.0,0
31,31,8000,7.8,7.8,50.0,0
32,32,8250,3.4,3.4,50.0,0
33,33,8500,8.0,8.0,50.0,0
34,34,8750,13.2,13.2,50.0,0
35,35,9000,16.0,16.0,50.0,0
36,36,9250,2.6,2.6,50.0,0
37,37,9500,8.8,8.8,50.0,0
38,38,9750,9.6,9.6,50.0,0
39,39,10000,5.4,5.4,50.0,0
40,40,10250,9.6,9.6,50.0,0
41,41,10500,1.6,1.6,50.0,0
42,42,10750,3.4,3.4,50.0,0
43,43,11000,4.2,4.2,50.0,0
44,44,11250,13.2,13.2,50.0,0
45,45,11500,6.4,6.4,50.0,0
46,46,11750,6.2,6.2,50.0,0
47,47,12000,4.8,4.8,50.0,0
48,48,12250,17.6,17.6,50.0,0
49,49,12500,9.4,9.4,50.0,0
50,50,12750,6.2,6.2,50.0,0
51,51,13000,7.0,7.0,50.0,0
52,52,13250,0.6,0.6,50.0,0
53,53,13500,6.8,6.8,50.0,0
54,54,13750,0.0,0.0,50.0,0
55,55,14000,1.4,1.4,50.0,0
56,56,14250,5.2,5.2,50.0,0
57,57,14500,2.4,2.4,50.0,0
58,58,14750,14.4,14.4,50.0,0
59,59,15000,0.6,0.6,50.0,0
60,60,15250,2.0,2.0,50.0,0
61,61,15500,6.2,6.2,50.0,0
62,62,15750,0.8,0.8,50.0,0
63,63,16000,4.0,4.0,50.0,0
64,64,16250,16.8,16.8,50.0,0
65,65,16500,11.2,11.2,50.0,0
66,66,16750,3.8,3.8,50.0,0
67,67,17000,2.6,2.6,50.0,0
68,68,17250,9.6,9.6,50.0,0
69,69,17500,14.0,14.0,50.0,0
70,70,17750,13.0,13.0,50.0,0
71,71,18000,16.6,16.6,50.0,0
72,72,18250,11.2,11.2,50.0,0
73,73,18500,14.4,14.4,50.0,0
