,episode,steps,meanepreward,meanepreturn,meaneplen,#parallel_run
0,0,250,2.2,1.7719277174221264,50.0,0
1,1,500,0.6,0.3954375756294214,50.0,0
2,2,750,1.2,0.5099572442406533,50.0,0
3,3,1000,1.6,1.3894275193552486,50.0,0
4,4,1250,0.2,0.19207999999999997,50.0,0
5,5,1500,2.2,1.903779828823406,50.0,0
6,6,1750,2.4,1.5041390778045725,50.0,0
7,7,2000,1.0,0.8970385568479784,50.0,0
8,8,2250,0.2,0.196,50.0,0
9,9,2500,1.8,1.3534140846053115,50.0,0
10,10,2750,0.0,0.0,50.0,0
11,11,3000,0.0,0.0,50.0,0
12,12,3250,3.4,2.4259624099824295,50.0,0
13,13,3500,0.0,0.0,50.0,0
14,14,3750,0.6,0.46147621089396107,50.0,0
15,15,4000,0.0,0.0,50.0,0
16,16,4250,2.4,1.985055033907812,50.0,0
17,17,4500,0.4,0.3437777111657011,50.0,0
18,18,4750,0.4,0.1501574274411685,50.0,0
19,19,5000,1.2,0.8931907650775285,50.0,0
20,20,5250,0.6,0.5071922725432104,50.0,0
21,21,5500,3.2,2.78125497853224,50.0,0
22,22,5750,0.0,0.0,50.0,0
23,23,6000,0.4,0.36164210817279996,50.0,0
24,24,6250,1.8,1.2142383081292312,50.0,0
25,25,6500,2.4,1.5546857684915394,50.0,0
26,26,6750,2.0,1.2180635260141464,50.0,0
27,27,7000,1.8,1.1176281764839744,50.0,0
28,28,7250,0.6,0.54502334474696,50.0,0
29,29,7500,0.2,0.15694334474695998,50.0,0
30,30,7750,1.4,0.9529693714964209,50.0,0
31,31,8000,7.0,4.885340174482343,50.0,0
32,32,8250,0.6,0.5647920319999999,50.0,0
33,33,8500,2.8,1.9704715603654137,50.0,0
34,34,8750,2.0,1.3508145645521672,50.0,0
35,35,9000,1.6,1.084763789789348,50.0,0
36,36,9250,3.0,1.7073477283147145,50.0,0
37,37,9500,2.2,1.644658417533174,50.0,0
38,38,9750,2.8,1.681427688676472,50.0,0
39,39,10000,0.0,0.0,50.0,0
40,40,10250,2.4,1.857990778200417,50.0,0
41,41,10500,2.0,1.1554833364502985,50.0,0
42,42,10750,1.2,0.8684899236748007,50.0,0
43,43,11000,2.6,1.5054190222978767,50.0,0
44,44,11250,7.0,4.366679055557055,50.0,0
45,45,11500,5.2,3.4107878682040975,50.0,0
46,46,11750,0.8,0.4966636142717921,50.0,0
47,47,12000,4.8,3.2792641924727426,50.0,0
48,48,12250,1.0,0.909026187338501,50.0,0
49,49,12500,2.8,1.9005896148722734,50.0,0
