,episode,steps,meanepreward,meanepreturn,meaneplen,#parallel_run
0,0,250,2.6,1.6129832683051166,50.0,0
1,1,500,0.4,0.20330856910116504,50.0,0
2,2,750,0.0,0.0,50.0,0
3,3,1000,1.2,0.6830834454619289,50.0,0
4,4,1250,0.0,0.0,50.0,0
5,5,1500,0.0,0.0,50.0,0
6,6,1750,2.2,1.8692606342151312,50.0,0
7,7,2000,0.0,0.0,50.0,0
8,8,2250,0.2,0.12069294595577933,50.0,0
9,9,2500,4.2,2.1123906662939183,50.0,0
10,10,2750,0.0,0.0,50.0,0
11,11,3000,4.4,2.7731838023172095,50.0,0
12,12,3250,0.8,0.5820515384127898,50.0,0
13,13,3500,2.0,1.2500811549471917,50.0,0
14,14,3750,0.2,0.16341456137750934,50.0,0
15,15,4000,0.2,0.15072838829498034,50.0,0
16,16,4250,0.6,0.36211790321977966,50.0,0
17,17,4500,2.6,1.94719144437434,50.0,0
18,18,4750,0.8,0.7202457437860299,50.0,0
19,19,5000,0.2,0.10062747359552612,50.0,0
20,20,5250,1.2,0.5482402352783153,50.0,0
21,21,5500,2.6,1.8189691196572568,50.0,0
22,22,5750,1.6,1.0301369519808403,50.0,0
23,23,6000,1.0,0.5776728517527209,50.0,0
24,24,6250,2.8,1.6987516006847927,50.0,0
25,25,6500,3.4,1.8938876326395895,50.0,0
26,26,6750,3.4,1.9658651684453297,50.0,0
27,27,7000,0.4,0.28626534004928733,50.0,0
28,28,7250,4.6,2.580142874599077,50.0,0
29,29,7500,9.0,5.028252617379756,50.0,0
30,30,7750,0.4,0.25154410841977776,50.0,0
31,31,8000,3.2,2.4290043266430414,50.0,0
32,32,8250,1.4,0.980677694419963,50.0,0
33,33,8500,4.4,3.343198350112072,50.0,0
34,34,8750,2.6,1.7310222955462264,50.0,0
35,35,9000,3.0,1.5616247957190585,50.0,0
36,36,9250,3.0,2.2598465463673554,50.0,0
37,37,9500,1.6,1.0315337523981642,50.0,0
38,38,9750,5.0,3.422063239954447,50.0,0
39,39,10000,6.2,3.6356516572621693,50.0,0
40,40,10250,2.8,1.7596927182023614,50.0,0
41,41,10500,6.0,3.3660533421680414,50.0,0
42,42,10750,10.4,6.547652661042238,50.0,0
43,43,11000,3.6,2.019792935914094,50.0,0
44,44,11250,0.6,0.2674566260770154,50.0,0
45,45,11500,3.8,2.7448779332688384,50.0,0
46,46,11750,2.6,1.426085140326793,50.0,0
47,47,12000,1.2,0.815792221618629,50.0,0
48,48,12250,0.4,0.259388448473499,50.0,0
49,49,12500,4.8,3.379482308414411,50.0,0
